"Total_ARGs"	"blaZ"	"mecA"	"mecC"	"Category"	"Genome"
10	"100.00"	"0"	0	"MRSA"	"GCA_030288455.1_ASM3028845v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030288475.1_ASM3028847v1"
9	"0"	"0"	0	"MSSA"	"GCA_030288495.1_ASM3028849v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030288515.1_ASM3028851v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_030288535.1_ASM3028853v1"
9	"0"	"0"	0	"MSSA"	"GCA_030288555.1_ASM3028855v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030288575.1_ASM3028857v1"
10	"100.00"	"100.00"	0	"MRSA"	"GCA_030288595.1_ASM3028859v1"
9	"0"	"0"	0	"MSSA"	"GCA_030288615.1_ASM3028861v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030288635.1_ASM3028863v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_030288655.1_ASM3028865v1"
9	"0"	"0"	0	"MSSA"	"GCA_030288675.1_ASM3028867v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030288695.1_ASM3028869v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_030288715.1_ASM3028871v1"
10	"100.00"	"100.00"	0	"MRSA"	"GCA_030288735.1_ASM3028873v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_030288755.1_ASM3028875v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030288775.1_ASM3028877v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030288795.1_ASM3028879v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030288815.1_ASM3028881v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030288835.1_ASM3028883v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030288855.1_ASM3028885v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030288875.1_ASM3028887v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030288895.1_ASM3028889v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_030288915.1_ASM3028891v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030288935.1_ASM3028893v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_030288955.1_ASM3028895v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030288975.1_ASM3028897v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030288995.1_ASM3028899v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030289015.1_ASM3028901v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030289035.1_ASM3028903v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030289055.1_ASM3028905v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030289075.1_ASM3028907v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030289095.1_ASM3028909v1"
10	"100.00;100.00"	"0"	0	"MRSA"	"GCA_030289115.1_ASM3028911v1"
9	"0"	"0"	0	"MSSA"	"GCA_030289135.1_ASM3028913v1"
9	"0"	"0"	0	"MSSA"	"GCA_030289155.1_ASM3028915v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030289175.1_ASM3028917v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030289195.1_ASM3028919v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030289215.1_ASM3028921v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030289235.1_ASM3028923v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030289255.1_ASM3028925v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030289275.1_ASM3028927v1"
9	"0"	"0"	0	"MSSA"	"GCA_030289295.1_ASM3028929v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030289315.1_ASM3028931v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030289335.1_ASM3028933v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030289355.1_ASM3028935v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030289375.1_ASM3028937v1"
10	"100.00"	"100.00"	0	"MRSA"	"GCA_030289395.1_ASM3028939v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030289415.1_ASM3028941v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030289435.1_ASM3028943v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030289455.1_ASM3028945v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030289475.1_ASM3028947v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030289495.1_ASM3028949v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030289515.1_ASM3028951v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030289535.1_ASM3028953v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030289555.1_ASM3028955v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030289575.1_ASM3028957v1"
9	"99.65;100.00"	"0"	0	"MRSA"	"GCA_030289595.1_ASM3028959v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030289615.1_ASM3028961v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030289635.1_ASM3028963v1"
10	"100.00"	"100.00"	0	"MRSA"	"GCA_030289655.1_ASM3028965v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030289675.1_ASM3028967v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030289695.1_ASM3028969v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030289715.1_ASM3028971v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030289735.1_ASM3028973v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_030289755.1_ASM3028975v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030289775.1_ASM3028977v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_030289795.1_ASM3028979v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030289815.1_ASM3028981v1"
9	"100.00;100.00"	"0"	0	"MRSA"	"GCA_030289835.1_ASM3028983v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030289855.1_ASM3028985v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030289875.1_ASM3028987v1"
9	"0"	"0"	0	"MSSA"	"GCA_030289895.1_ASM3028989v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030289915.1_ASM3028991v1"
11	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_030289935.1_ASM3028993v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_030289955.1_ASM3028995v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030289975.1_ASM3028997v1"
9	"0"	"0"	0	"MSSA"	"GCA_030289995.1_ASM3028999v1"
10	"100.00;100.00"	"0"	0	"MRSA"	"GCA_030290015.1_ASM3029001v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030290035.1_ASM3029003v1"
10	"100.00;100.00"	"0"	0	"MRSA"	"GCA_030290055.1_ASM3029005v1"
9	"0"	"0"	0	"MSSA"	"GCA_030290075.1_ASM3029007v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030290095.1_ASM3029009v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030290115.1_ASM3029011v1"
9	"0"	"0"	0	"MSSA"	"GCA_030290135.1_ASM3029013v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030290155.1_ASM3029015v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030290175.1_ASM3029017v1"
9	"0"	"0"	0	"MSSA"	"GCA_030290195.1_ASM3029019v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_030290215.1_ASM3029021v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030290235.1_ASM3029023v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030290255.1_ASM3029025v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_030290275.1_ASM3029027v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030290295.1_ASM3029029v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030290315.1_ASM3029031v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030290335.1_ASM3029033v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030290355.1_ASM3029035v1"
9	"0"	"0"	0	"MSSA"	"GCA_030290375.1_ASM3029037v1"
8	"0"	"0"	0	"MSSA"	"GCA_030290395.1_ASM3029039v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030290415.1_ASM3029041v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030290435.1_ASM3029043v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_030290455.1_ASM3029045v1"
20	"100.00"	"100.00"	0	"MRSA"	"GCA_030290475.1_ASM3029047v1"
9	"0"	"0"	0	"MSSA"	"GCA_030290495.1_ASM3029049v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030290515.1_ASM3029051v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030290535.1_ASM3029053v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030290555.1_ASM3029055v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_030290575.1_ASM3029057v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030290595.1_ASM3029059v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030290615.1_ASM3029061v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030290635.1_ASM3029063v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030290655.1_ASM3029065v1"
9	"0"	"0"	0	"MSSA"	"GCA_030290675.1_ASM3029067v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030290695.1_ASM3029069v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_030290715.1_ASM3029071v1"
10	"100.00;100.00"	"0"	0	"MRSA"	"GCA_030290735.1_ASM3029073v1"
10	"100.00"	"100.00"	0	"MRSA"	"GCA_030290755.1_ASM3029075v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030290775.1_ASM3029077v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030290795.1_ASM3029079v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030290815.1_ASM3029081v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030290835.1_ASM3029083v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030290855.1_ASM3029085v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030290875.1_ASM3029087v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030290895.1_ASM3029089v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030290915.1_ASM3029091v1"
9	"0"	"0"	0	"MSSA"	"GCA_030290935.1_ASM3029093v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030290955.1_ASM3029095v1"
14	"100.00"	"0"	0	"MRSA"	"GCA_030290975.1_ASM3029097v1"
10	"100.00;100.00"	"0"	0	"MRSA"	"GCA_030292965.1_ASM3029296v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030293085.1_ASM3029308v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030293185.1_ASM3029318v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030293345.1_ASM3029334v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030293355.1_ASM3029335v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030293785.1_ASM3029378v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030293805.1_ASM3029380v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030293845.1_ASM3029384v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030294085.1_ASM3029408v1"
13	"100.00"	"100.00"	0	"MRSA"	"GCA_030345195.1_ASM3034519v1"
13	"100.00"	"100.00"	0	"MRSA"	"GCA_030345215.1_ASM3034521v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_030345235.1_ASM3034523v1"
14	"0"	"100.00"	0	"MRSA"	"GCA_030408935.1_ASM3040893v1"
14	"0"	"100.00"	0	"MRSA"	"GCA_030408955.1_ASM3040895v1"
19	"100.00"	"100.00"	0	"MRSA"	"GCA_030408975.1_ASM3040897v1"
14	"0"	"100.00"	0	"MRSA"	"GCA_030408995.1_ASM3040899v1"
14	"0"	"100.00"	0	"MRSA"	"GCA_030409015.1_ASM3040901v1"
14	"0"	"100.00"	0	"MRSA"	"GCA_030409035.1_ASM3040903v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_030435875.1_ASM3043587v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_030439815.1_ASM3043981v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030440235.1_ASM3044023v1"
9	"0"	"0"	0	"MSSA"	"GCA_030445105.1_ASM3044510v1"
12	"0"	"100.00"	0	"MRSA"	"GCA_030533465.1_ASM3053346v1"
9	"0"	"100.00"	0	"MRSA"	"GCA_030533495.1_ASM3053349v1"
10	"99.88;99.88"	"100.00"	0	"MRSA"	"GCA_030533515.1_ASM3053351v1"
12	"100.00"	"0"	0	"MRSA"	"GCA_030533535.1_ASM3053353v1"
9	"0"	"100.00"	0	"MRSA"	"GCA_030533555.1_ASM3053355v1"
9	"0"	"100.00"	0	"MRSA"	"GCA_030533585.1_ASM3053358v1"
12	"0"	"100.00"	0	"MRSA"	"GCA_030533605.1_ASM3053360v1"
12	"100.00"	"0"	0	"MRSA"	"GCA_030533625.1_ASM3053362v1"
12	"0"	"100.00"	0	"MRSA"	"GCA_030533645.1_ASM3053364v1"
10	"100.00"	"100.00"	0	"MRSA"	"GCA_030533665.1_ASM3053366v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030533705.1_ASM3053370v1"
10	"0"	"100.00"	0	"MRSA"	"GCA_030533725.1_ASM3053372v1"
18	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_030533745.1_ASM3053374v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_030533765.1_ASM3053376v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_030533785.1_ASM3053378v1"
12	"0"	"100.00"	0	"MRSA"	"GCA_030533805.1_ASM3053380v1"
12	"0"	"100.00"	0	"MRSA"	"GCA_030533835.1_ASM3053383v1"
9	"0"	"100.00"	0	"MRSA"	"GCA_030533855.1_ASM3053385v1"
10	"100.00"	"100.00"	0	"MRSA"	"GCA_030533875.1_ASM3053387v1"
13	"0"	"100.00"	0	"MRSA"	"GCA_030533895.1_ASM3053389v1"
13	"0"	"100.00"	0	"MRSA"	"GCA_030533915.1_ASM3053391v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030533935.1_ASM3053393v1"
12	"0"	"0"	0	"MSSA"	"GCA_030533955.1_ASM3053395v1"
9	"0"	"0"	0	"MSSA"	"GCA_030533975.1_ASM3053397v1"
13	"100.00;99.88"	"100.00"	0	"MRSA"	"GCA_030533995.1_ASM3053399v1"
12	"0"	"100.00"	0	"MRSA"	"GCA_030534015.1_ASM3053401v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030534035.1_ASM3053403v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030534055.1_ASM3053405v1"
9	"0"	"100.00"	0	"MRSA"	"GCA_030534075.1_ASM3053407v1"
12	"0"	"100.00"	0	"MRSA"	"GCA_030534095.1_ASM3053409v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_030534115.1_ASM3053411v1"
11	"0"	"100.00"	0	"MRSA"	"GCA_030534135.1_ASM3053413v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030534155.1_ASM3053415v1"
12	"100.00"	"0"	0	"MRSA"	"GCA_030534175.1_ASM3053417v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030534195.1_ASM3053419v1"
12	"0"	"0"	0	"MSSA"	"GCA_030534215.1_ASM3053421v1"
9	"0"	"100.00"	0	"MRSA"	"GCA_030534235.1_ASM3053423v1"
12	"0"	"100.00"	0	"MRSA"	"GCA_030534255.1_ASM3053425v1"
9	"0"	"0"	0	"MSSA"	"GCA_030544845.1_ASM3054484v1"
8	"0"	"0"	0	"MSSA"	"GCA_030643925.1_ASM3064392v1"
8	"0"	"0"	0	"MSSA"	"GCA_030643945.1_ASM3064394v1"
8	"0"	"0"	0	"MSSA"	"GCA_030643965.1_ASM3064396v1"
8	"0"	"0"	0	"MSSA"	"GCA_030643985.1_ASM3064398v1"
9	"0"	"0"	0	"MSSA"	"GCA_030644005.1_ASM3064400v1"
9	"0"	"0"	0	"MSSA"	"GCA_030644025.1_ASM3064402v1"
9	"0"	"0"	0	"MSSA"	"GCA_030644045.1_ASM3064404v1"
9	"0"	"0"	0	"MSSA"	"GCA_030644065.1_ASM3064406v1"
9	"0"	"0"	0	"MSSA"	"GCA_030644085.1_ASM3064408v1"
9	"0"	"0"	0	"MSSA"	"GCA_030644105.1_ASM3064410v1"
9	"0"	"0"	0	"MSSA"	"GCA_030644125.1_ASM3064412v1"
9	"0"	"0"	0	"MSSA"	"GCA_030644145.1_ASM3064414v1"
9	"0"	"0"	0	"MSSA"	"GCA_030644165.1_ASM3064416v1"
12	"100.00"	"0"	0	"MRSA"	"GCA_030717545.1_ASM3071754v1"
12	"100.00"	"0"	0	"MRSA"	"GCA_030717565.1_ASM3071756v1"
12	"100.00"	"0"	0	"MRSA"	"GCA_030717585.1_ASM3071758v1"
12	"100.00"	"0"	0	"MRSA"	"GCA_030717605.1_ASM3071760v1"
9	"0"	"0"	0	"MSSA"	"GCA_030717625.1_ASM3071762v1"
9	"0"	"0"	0	"MSSA"	"GCA_030717645.1_ASM3071764v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_030758795.1_ASM3075879v1"
17	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_030758815.1_ASM3075881v1"
14	"100.00;99.88"	"100.00"	0	"MRSA"	"GCA_030758835.1_ASM3075883v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_030758855.1_ASM3075885v1"
10	"0"	"0"	0	"MSSA"	"GCA_030758875.1_ASM3075887v1"
12	"0"	"0"	0	"MSSA"	"GCA_030758895.1_ASM3075889v1"
12	"0"	"0"	0	"MSSA"	"GCA_030758915.1_ASM3075891v1"
17	"100.00"	"100.00"	0	"MRSA"	"GCA_031190615.1_ASM3119061v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_031326145.1_ASM3132614v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_031582925.1_ASM3158292v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_031583105.1_ASM3158310v1"
15	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_031826655.1_ASM3182665v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_031826815.1_ASM3182681v1"
16	"0"	"100.00"	0	"MRSA"	"GCA_031826835.1_ASM3182683v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_031878535.1_ASM3187853v1"
12	"100.00"	"0"	0	"MRSA"	"GCA_031879475.1_ASM3187947v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_032077755.1_ASM3207775v1"
9	"0"	"0"	0	"MSSA"	"GCA_032764935.1_ASM3276493v1"
9	"0"	"0"	0	"MSSA"	"GCA_032765935.1_ASM3276593v1"
13	"0"	"100.00"	0	"MRSA"	"GCA_032808505.1_ASM3280850v1"
13	"0"	"100.00"	0	"MRSA"	"GCA_032809245.1_ASM3280924v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_033061535.1_ASM3306153v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_033442285.1_ASM3344228v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_033442305.1_ASM3344230v1"
10	"0"	"0"	0	"MSSA"	"GCA_033442405.1_ASM3344240v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_033443145.1_ASM3344314v1"
10	"0"	"0"	0	"MSSA"	"GCA_033443425.1_ASM3344342v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_033443465.1_ASM3344346v1"
8	"0"	"0"	0	"MSSA"	"GCA_033443645.1_ASM3344364v1"
8	"0"	"0"	0	"MSSA"	"GCA_033443705.1_ASM3344370v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_033444245.1_ASM3344424v1"
14	"0"	"100.00"	0	"MRSA"	"GCA_033444505.1_ASM3344450v1"
9	"0"	"0"	0	"MSSA"	"GCA_033444565.1_ASM3344456v1"
9	"0"	"0"	0	"MSSA"	"GCA_033444605.1_ASM3344460v1"
10	"0"	"0"	0	"MSSA"	"GCA_033444825.1_ASM3344482v1"
10	"0"	"0"	0	"MSSA"	"GCA_033445065.1_ASM3344506v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_033445445.1_ASM3344544v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_033445905.1_ASM3344590v1"
8	"0"	"0"	0	"MSSA"	"GCA_033445925.1_ASM3344592v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_033445945.1_ASM3344594v1"
9	"0"	"0"	0	"MSSA"	"GCA_033445965.1_ASM3344596v1"
8	"0"	"0"	0	"MSSA"	"GCA_033798685.1_ASM3379868v1"
9	"0"	"0"	0	"MSSA"	"GCA_033798745.1_ASM3379874v1"
9	"0"	"0"	0	"MSSA"	"GCA_033798765.1_ASM3379876v1"
9	"0"	"0"	0	"MSSA"	"GCA_033798785.1_ASM3379878v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_033802645.1_ASM3380264v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_033808255.1_ASM3380825v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034013695.1_ASM3401369v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034014015.1_ASM3401401v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034014575.1_ASM3401457v1"
9	"0"	"0"	0	"MSSA"	"GCA_034015615.1_ASM3401561v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034016595.1_ASM3401659v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034017875.1_ASM3401787v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034020215.1_ASM3402021v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034022875.1_ASM3402287v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034023835.1_ASM3402383v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034024715.1_ASM3402471v1"
10	"99.05"	"0"	0	"MRSA"	"GCA_034028035.1_ASM3402803v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034028795.1_ASM3402879v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034029575.1_ASM3402957v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034032775.1_ASM3403277v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034033475.1_ASM3403347v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034034275.1_ASM3403427v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034035055.1_ASM3403505v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034035835.1_ASM3403583v1"
9	"0"	"0"	0	"MSSA"	"GCA_034036855.1_ASM3403685v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034040575.1_ASM3404057v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034041215.1_ASM3404121v1"
9	"0"	"0"	0	"MSSA"	"GCA_034042675.1_ASM3404267v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034042695.1_ASM3404269v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034042795.1_ASM3404279v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034042835.1_ASM3404283v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034042875.1_ASM3404287v1"
12	"100.00"	"0"	0	"MRSA"	"GCA_034042935.1_ASM3404293v1"
12	"100.00"	"0"	0	"MRSA"	"GCA_034042955.1_ASM3404295v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_034042995.1_ASM3404299v1"
12	"100.00"	"0"	0	"MRSA"	"GCA_034043015.1_ASM3404301v1"
12	"100.00"	"0"	0	"MRSA"	"GCA_034043035.1_ASM3404303v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034043055.1_ASM3404305v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034043075.1_ASM3404307v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_034043095.1_ASM3404309v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_034043115.1_ASM3404311v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034043175.1_ASM3404317v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034043195.1_ASM3404319v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034043215.1_ASM3404321v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034043235.1_ASM3404323v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034043255.1_ASM3404325v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034043275.1_ASM3404327v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034043295.1_ASM3404329v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034043315.1_ASM3404331v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034043395.1_ASM3404339v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034043415.1_ASM3404341v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034357665.1_ASM3435766v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034421975.1_ASM3442197v1"
11	"100.00;99.88"	"100.00"	0	"MRSA"	"GCA_034422035.1_ASM3442203v1"
9	"0"	"0"	0	"MSSA"	"GCA_034422095.1_ASM3442209v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_034479795.1_ASM3447979v1"
14	"0"	"100.00"	0	"MRSA"	"GCA_034661335.1_ASM3466133v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_034809525.1_ASM3480952v1"
15	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_034809545.1_ASM3480954v1"
11	"99.53"	"99.75"	0	"MRSA"	"GCA_035515175.1_ASM3551517v1"
9	"0"	"0"	0	"MSSA"	"GCA_036490635.1_ASM3649063v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_036492515.1_ASM3649251v1"
16	"0"	"100.00"	0	"MRSA"	"GCA_036670045.1_ASM3667004v1"
10	"100.00;100.00"	"0"	0	"MRSA"	"GCA_036670055.1_ASM3667005v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_036670065.1_ASM3667006v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_036670075.1_ASM3667007v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_036670105.1_ASM3667010v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_036670115.1_ASM3667011v1"
8	"0"	"0"	0	"MSSA"	"GCA_036670125.1_ASM3667012v1"
8	"0"	"0"	0	"MSSA"	"GCA_036670135.1_ASM3667013v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_036670145.1_ASM3667014v1"
8	"0"	"0"	0	"MSSA"	"GCA_036898235.1_ASM3689823v1"
19	"100.00"	"100.00"	0	"MRSA"	"GCA_037039295.1_ASM3703929v1"
19	"100.00"	"93.52"	0	"MRSA"	"GCA_037039325.1_ASM3703932v1"
19	"100.00"	"100.00"	0	"MRSA"	"GCA_037039335.1_ASM3703933v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_037076495.1_ASM3707649v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_037076505.1_ASM3707650v1"
12	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_037076515.1_ASM3707651v1"
10	"0"	"100.00"	0	"MRSA"	"GCA_037076575.1_ASM3707657v1"
8	"0"	"0"	0	"MSSA"	"GCA_900004855.1_BB155"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_900017775.1_NZAK3"
9	"0"	"0"	0	"MSSA"	"GCA_900092595.1_Sa_Newman_UoM"
9	"100.00"	"0"	0	"MRSA"	"GCA_900096745.1_AUS0325"
